respondent,group,question_number,title,issue,source_file
1,C,2.0,Goodfellas,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
1,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_Post Viewing Questionnaire Part Two.csv
1,C,6.0,Seinfeld,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
1,C,8.0,Friends,binary_response_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,8.0,Friends,confidence_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,8.0,Friends,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
1,C,9.0,Abbot Elementary,binary_response_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,9.0,Abbot Elementary,confidence_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,10.0,Ironman,binary_response_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,10.0,Ironman,confidence_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,10.0,Ironman,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
1,C,11.0,A Star Is Born,binary_response_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,11.0,A Star Is Born,confidence_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
1,C,12.0,Ironman,binary_response_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,12.0,Ironman,confidence_missing_or_unrecognized,Group C_Post Viewing Questionnaire Part Two.csv
1,C,12.0,Ironman,form_unresolved_default_short,Group C_Post Viewing Questionnaire Part Two.csv
10,B,2.0,The Dark Knight,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,3.0,The Notebook,form_from_group_stimulus_map,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,6.0,Titanic,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,8.0,Friends,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,10.0,Ironman,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,11.0,A Star Is Born,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
10,B,12.0,Ironman,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,2.0,Wonder Woman,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,2.0,Wonder Woman,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,3.0,Schittss Creek,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,3.0,Schittss Creek,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,6.0,Friends,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,6.0,Friends,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,8.0,Seinfeld,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,8.0,Seinfeld,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,10.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,10.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,11.0,Sherlock Holmes,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,11.0,Sherlock Holmes,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,12.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
100,E,12.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
101,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,2.0,Goodfellas,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,3.0,Schittss Creek,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,6.0,Seinfeld,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,8.0,Friends,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,10.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,11.0,Sherlock Holmes,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
102,D,12.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
103,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,2.0,The Dark Knight,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,3.0,Titanic,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,6.0,I am Legend,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,8.0,Friends,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,10.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,11.0,Sherlock Holmes,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
104,A,12.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
105,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,2.0,The Dark Knight,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,3.0,Titanic,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,6.0,I am Legend,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,8.0,Friends,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,10.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,11.0,Sherlock Holmes,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
106,A,12.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,2.0,Wonder Woman,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,3.0,Titanic,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,6.0,Friends,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,8.0,Seinfeld,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,10.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,11.0,Sherlock Holmes,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
107,F,12.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,2.0,Wonder Woman,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,3.0,Schittss Creek,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,6.0,Friends,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,8.0,Seinfeld,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,10.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,11.0,Sherlock Holmes,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
108,E,12.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,2.0,Wonder Woman,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,3.0,Titanic,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,6.0,Friends,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,8.0,Seinfeld,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,10.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,11.0,Sherlock Holmes,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
109,F,12.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,2.0,Wonder Woman,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,3.0,Titanic,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,6.0,Friends,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,8.0,Seinfeld,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,10.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,11.0,Sherlock Holmes,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
11,F,12.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,2.0,Goodfellas,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,3.0,Schittss Creek,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,6.0,Seinfeld,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,8.0,Friends,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,10.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,11.0,Sherlock Holmes,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
111,D,12.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,2.0,Wonder Woman,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,3.0,Titanic,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,6.0,Friends,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,8.0,Seinfeld,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,10.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,11.0,Sherlock Holmes,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
113,F,12.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
114,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,2.0,Goodfellas,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,3.0,Schittss Creek,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,6.0,Seinfeld,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,8.0,Friends,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,10.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,11.0,Sherlock Holmes,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
115,D,12.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
116,A,,,post_group_mismatch_uv_A_file_F,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
117,F,,,post_group_mismatch_uv_F_file_A,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
13,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,2.0,The Dark Knight,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,3.0,Titanic,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,6.0,I am Legend,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,8.0,Friends,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,10.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,11.0,Sherlock Holmes,form_unresolved_default_short,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
14,A,12.0,A Star Is Born,form_from_group_stimulus_map,Group A_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,2.0,The Dark Knight,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,3.0,The Notebook,form_from_group_stimulus_map,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,6.0,Titanic,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,8.0,Friends,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,10.0,Ironman,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,11.0,A Star Is Born,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
15,B,12.0,Ironman,form_unresolved_default_short,Group B_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,2.0,Goodfellas,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,3.0,The Notebook,form_from_group_stimulus_map,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,6.0,Seinfeld,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,8.0,Friends,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,10.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,11.0,A Star Is Born,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
16,C,12.0,Ironman,form_unresolved_default_short,Group C_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,2.0,Wonder Woman,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,3.0,Titanic,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,6.0,Friends,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,8.0,Seinfeld,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,10.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,11.0,Sherlock Holmes,form_unresolved_default_short,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
17,F,12.0,A Star Is Born,form_from_group_stimulus_map,Group F_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,2.0,Goodfellas,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,3.0,Schittss Creek,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,6.0,Seinfeld,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,8.0,Friends,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,10.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,11.0,Sherlock Holmes,form_unresolved_default_short,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
19,D,12.0,The Office,form_from_group_stimulus_map,Group D_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
2,D,2.0,Goodfellas,form_unresolved_default_short,Group D_Post Viewing Questionnaire Part Two.csv
2,D,3.0,Schittss Creek,form_from_group_stimulus_map,Group D_Post Viewing Questionnaire Part Two.csv
2,D,6.0,Seinfeld,form_unresolved_default_short,Group D_Post Viewing Questionnaire Part Two.csv
2,D,8.0,Friends,binary_response_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,8.0,Friends,confidence_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,8.0,Friends,form_unresolved_default_short,Group D_Post Viewing Questionnaire Part Two.csv
2,D,9.0,Abbot Elementary,binary_response_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,9.0,Abbot Elementary,confidence_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,10.0,The Office,binary_response_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,10.0,The Office,confidence_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,10.0,The Office,form_from_group_stimulus_map,Group D_Post Viewing Questionnaire Part Two.csv
2,D,11.0,Sherlock Holmes,binary_response_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,11.0,Sherlock Holmes,confidence_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,11.0,Sherlock Holmes,form_unresolved_default_short,Group D_Post Viewing Questionnaire Part Two.csv
2,D,12.0,The Office,binary_response_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,12.0,The Office,confidence_missing_or_unrecognized,Group D_Post Viewing Questionnaire Part Two.csv
2,D,12.0,The Office,form_from_group_stimulus_map,Group D_Post Viewing Questionnaire Part Two.csv
20,E,2.0,Wonder Woman,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,3.0,Schittss Creek,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,6.0,Friends,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,8.0,Seinfeld,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,10.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,11.0,Sherlock Holmes,form_unresolved_default_short,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
20,E,12.0,The Office,form_from_group_stimulus_map,Group E_ Post Viewing Questionnaire Part Two (Responses) - Form Responses 1.csv
